FluencyBank, 010, https://media.talkbank.org/fluency/Voices-AWS/interview/010.mp4, FluencyBank, 010
FluencyBank, 016, https://media.talkbank.org/fluency/Voices-AWS/interview/016.mp4, FluencyBank, 016
FluencyBank, 017, https://media.talkbank.org/fluency/Voices-AWS/interview/017.mp4, FluencyBank, 017
FluencyBank, 019, https://media.talkbank.org/fluency/Voices-AWS/interview/019.mp4, FluencyBank, 019
FluencyBank, 024, https://media.talkbank.org/fluency/Voices-AWS/interview/024.mp4, FluencyBank, 024
FluencyBank, 031, https://media.talkbank.org/fluency/Voices-AWS/interview/031.mp4, FluencyBank, 031
FluencyBank, 046, https://media.talkbank.org/fluency/Voices-AWS/interview/046.mp4, FluencyBank, 046
FluencyBank, 063, https://media.talkbank.org/fluency/Voices-AWS/interview/063.mp4, FluencyBank, 063
FluencyBank, 071, https://media.talkbank.org/fluency/Voices-AWS/interview/071.mp4, FluencyBank, 071
FluencyBank, 076, https://media.talkbank.org/fluency/Voices-AWS/interview/076.mp4, FluencyBank, 076
FluencyBank, 081, https://media.talkbank.org/fluency/Voices-AWS/interview/081.mp4, FluencyBank, 081
FluencyBank, 087, https://media.talkbank.org/fluency/Voices-AWS/interview/087.mp4, FluencyBank, 087
FluencyBank, 089, https://media.talkbank.org/fluency/Voices-AWS/interview/089.mp4, FluencyBank, 089
FluencyBank, 093, https://media.talkbank.org/fluency/Voices-AWS/interview/093.mp4, FluencyBank, 093
FluencyBank, 096, https://media.talkbank.org/fluency/Voices-AWS/interview/096.mp4, FluencyBank, 096
FluencyBank, 097, https://media.talkbank.org/fluency/Voices-AWS/interview/097.mp4, FluencyBank, 097
FluencyBank, 098, https://media.talkbank.org/fluency/Voices-AWS/interview/098.mp4, FluencyBank, 098
FluencyBank, 099, https://media.talkbank.org/fluency/Voices-AWS/interview/099.mp4, FluencyBank, 099
FluencyBank, 107, https://media.talkbank.org/fluency/Voices-AWS/interview/107.mp4, FluencyBank, 107
FluencyBank, 109, https://media.talkbank.org/fluency/Voices-AWS/interview/109.mp4, FluencyBank, 109
FluencyBank, 111, https://media.talkbank.org/fluency/Voices-AWS/interview/111.mp4, FluencyBank, 111
FluencyBank, 118, https://media.talkbank.org/fluency/Voices-AWS/interview/118.mp4, FluencyBank, 118
FluencyBank, 121, https://media.talkbank.org/fluency/Voices-AWS/interview/121.mp4, FluencyBank, 121
FluencyBank, 132, https://media.talkbank.org/fluency/Voices-AWS/interview/132.mp4, FluencyBank, 132
FluencyBank, 147, https://media.talkbank.org/fluency/Voices-AWS/interview/147.mp4, FluencyBank, 147
FluencyBank, 173, https://media.talkbank.org/fluency/Voices-AWS/interview/173.mp4, FluencyBank, 173
FluencyBank, 178, https://media.talkbank.org/fluency/Voices-AWS/interview/178.mp4, FluencyBank, 178
FluencyBank, 179, https://media.talkbank.org/fluency/Voices-AWS/interview/179.mp4, FluencyBank, 179
FluencyBank, 193, https://media.talkbank.org/fluency/Voices-AWS/interview/193.mp4, FluencyBank, 193
FluencyBank, 200, https://media.talkbank.org/fluency/Voices-AWS/interview/200.mp4, FluencyBank, 200
FluencyBank, 218, https://media.talkbank.org/fluency/Voices-AWS/interview/218.mp4, FluencyBank, 218
FluencyBank, 219, https://media.talkbank.org/fluency/Voices-AWS/interview/219.mp4, FluencyBank, 219
FluencyBank, 230, https://media.talkbank.org/fluency/Voices-AWS/interview/230.mp4, FluencyBank, 230
FluencyBank, 985, https://media.talkbank.org/fluency/Voices-AWS/interview/985.mp4, FluencyBank, 985
